Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,421,2,2,88,150,44,44,44.0,0.0,75,75,75.0,0.0,565320.6651,9501.187648,140.3333333,201.7779307,372,3,46,46.0,0.0,46,46,3,3.0,0.0,3,3,0,0,0,0,64,64,4750.593824,4750.593824,44,75,56.4,16.97939928,288.3,0,0,0,0,0,0,0,0,1,70.5,44.0,75.0,64,0,0,0,0,0,0,2,88,2,150,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61208,1,1,52,68,52,52,52.0,0.0,68,68,68.0,0.0,1960.528036,32.67546726,61208.0,0.0,61208,61208,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.33773363,16.33773363,52,68,57.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,86.0,52.0,68.0,20,0,0,0,0,0,0,1,52,1,68,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,100766110,8,4,56,11601,20,0,7.0,5.656854249,7215,0,2900.25,3540.00286,115.6837353,0.119087658,9160555.455,28300000.0,94200000,1,98900000,14100000.0,35400000.0,94200000,1,1855875,618625.0,1064521.99,1847821,159,0,0,0,0,172,92,0.079391772,0.039695886,0,7215,897.1538462,2250.514898,5064817.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,4679872.0,0.0,4679872,4679872,94200000.0,0.0,94200000,94200000,DDoS
5958,4,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,7750000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,40,0,500000.0,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,40,0,0,0,0,0,0,2,31,0,0,110,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,98738886,9,6,358,11595,358,0,39.77777778,119.3333333,7240,0,1932.5,2695.639126,121.0566625,0.151915832,7052777.571,26400000.0,98700000,1,98700000,12300000.0,34900000.0,98700000,1,34622,6924.4,9373.894137,19078,91,0,0,0,0,296,200,0.091149499,0.060766333,0,7240,747.0625,1824.613474,3329214.329,0,0,0,0,1,0,0,0,0,796.8666667,39.77777778,1932.5,296,0,0,0,0,0,0,9,358,6,11595,251,235,1,32,1973.0,0.0,1973,1973,98700000.0,0.0,98700000,98700000,DoS Hulk
443,294234,15,14,828,9401,194,0,55.2,72.94440153,1460,0,671.5,675.4798579,34764.84703,98.56100926,10508.35714,22599.86972,80066,0,294234,21016.71429,29160.573,80066,0,242473,18651.76923,39252.83587,131254,1,0,0,0,0,312,292,50.97983238,47.58117689,0,1460,340.9666667,553.2590267,306095.5506,0,0,0,1,0,0,0,0,0,352.7241379,55.2,671.5,312,0,0,0,0,0,0,15,828,14,9401,8192,118,14,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,49023,2,2,78,138,39,39,39.0,0.0,69,69,69.0,0.0,4406.095098,81.59435367,16341.0,28220.30381,48927,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,40,64,40.79717684,40.79717684,39,69,51.0,16.43167673,270.0,0,0,0,0,0,0,0,0,1,63.75,39.0,69.0,40,0,0,0,0,0,0,2,78,2,138,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,98616772,8,6,309,11595,303,0,38.625,106.8442625,5792,0,1932.5,2537.820147,120.7096902,0.141963681,7585905.538,27400000.0,98600000,1,98600000,14100000.0,37300000.0,98600000,1,3418,683.6,1305.704714,3017,47,0,0,0,0,252,200,0.081122104,0.060841578,0,5792,793.6,1797.911956,3232487.4,0,0,0,0,1,0,0,0,0,850.2857143,38.625,1932.5,252,0,0,0,0,0,0,8,309,6,11595,251,235,2,20,988.0,0.0,988,988,98600000.0,0.0,98600000,98600000,DoS Hulk
443,88063,5,2,24,0,6,0,4.8,2.683281573,0,0,0.0,0.0,272.5321644732,79.4885479713,14677.1666666667,35885.441891757,87928,1,88063,22015.75,43998.1722451816,88013,1,87928,87928.0,0.0,87928,87928,0,0,0,0,112,76,56.7775342652,22.7110137061,0,6,3.0,3.2071349029,10.2857142857,0,0,0,0,1,1,0,0,0,3.4285714286,4.8,0.0,112,0,0,0,0,0,0,5,24,2,0,33304,65,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,545086,2,2,68,256,34,34,34.0,0.0,128,128,128.0,0.0,594.4016174,7.338291572,181695.3333,314660.5163,545034,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,80,40,3.669145786,3.669145786,34,128,71.6,51.48592041,2650.8,0,0,0,0,0,0,0,0,1,89.5,34.0,128.0,80,0,0,0,0,0,0,2,68,2,256,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,75507984,8,5,56,11607,20,0,7.0,5.656854249,7215,0,2321.4,3327.769794,154.4604873,0.172167224,6292332.0,20400000.0,70800000,4,74100000,10600000.0,26600000.0,70800000,48,1400756,350189.0,699737.4243,1399795,4,0,0,0,0,172,112,0.105949061,0.066218163,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,3265442.0,0.0,3265442,3265442,70800000.0,0.0,70800000,70800000,DDoS
443,88,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22727.2727272727,88.0,0.0,88,88,88,88.0,0.0,88,88,0,0.0,0.0,0,0,0,0,0,0,64,0,22727.2727272727,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,566,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,61200469,16,15,774,5520,448,0,48.375,120.2164021,1460,0,368.0,574.7459066,102.8423491,0.506532066,2040015.633,4047726.152,10000000,33,61200000,4080031.267,5038319.452,10100000,431,61100000,4367856.357,5109638.606,10100000,48,0,0,0,0,332,384,0.261435905,0.245096161,0,1460,196.6875,427.7582553,182977.125,0,0,0,1,0,0,0,0,0,203.0322581,48.375,368.0,332,0,0,0,0,0,0,16,774,15,5520,8192,114,9,20,101932.8333,126321.8025,359786,50210,9997021.167,9751.061633,10000000,9978826,BENIGN
443,5117167,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,35.37113407,1.172523781,1023433.4,2107107.739,4789484,48,5117167,1279291.75,2345207.711,4789484,48,0,0.0,0.0,0,0,1,0,0,0,100,20,0.977103151,0.19542063,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,258,748,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,244,2,2,80,338,40,40,40.0,0.0,169,169,169.0,0.0,1713114.754,16393.44262,81.33333333,138.2762935,241,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,40,40,8196.721311,8196.721311,40,169,91.6,70.65620992,4992.3,0,0,0,0,0,0,0,0,1,114.5,40.0,169.0,40,0,0,0,0,0,0,2,80,2,338,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52140,46,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,260869.5652,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21739.13043,21739.13043,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,11256,64165,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,27304,2,2,64,180,32,32,32.0,0.0,90,90,90.0,0.0,8936.4195722239,146.4986815119,9101.3333333333,15760.5076800633,27300,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,40,73.2493407559,73.2493407559,32,90,55.2,31.7679083353,1009.2,0,0,0,0,0,0,0,0,1,69.0,32.0,90.0,40,0,0,0,0,0,0,2,64,2,180,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51108,197,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,60913.70558,10152.28426,197.0,0.0,197,197,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,5076.142132,5076.142132,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,29200,65535,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,223,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,717488.7892,17937.21973,74.33333333,29.36551265,106,48,69,69.0,0.0,69,69,48,48.0,0.0,48,48,0,0,0,0,64,64,8968.609865,8968.609865,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1431173,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,8124.105192,4.891092831,238528.8333,582425.6469,1427398,111,3504,1752.0,1955.857357,3135,369,1431030,477010.0,823061.8174,1427398,160,0,0,0,0,72,92,2.096182642,2.794910189,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,47387,1,1,49,258,49,49,49.0,0.0,258,258,258.0,0.0,6478.5700719607,42.2056682212,47387.0,0.0,47387,47387,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,21.1028341106,21.1028341106,49,258,118.6666666667,120.6662062606,14560.3333333333,0,0,0,0,0,0,0,0,1,178.0,49.0,258.0,32,0,0,0,0,0,0,1,49,1,258,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,285210,3,7,26,11607,20,0,8.666666667,10.26320288,5840,0,1658.142857,2127.59774,40787.48992,35.06188423,31690.0,88294.73606,266621,4,18001,9000.5,12722.97231,17997,4,285077,47512.83333,107578.1243,266621,45,0,0,0,0,72,152,10.51856527,24.54331896,0,5840,1057.545455,1846.729724,3410410.673,0,0,0,1,0,0,0,0,2,1163.3,8.666666667,1658.142857,72,0,0,0,0,0,0,3,26,7,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,224,2,2,74,262,37,37,37.0,0.0,131,131,131.0,0.0,1500000.0,17857.14286,74.66666667,45.32475409,127,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,40,40,8928.571429,8928.571429,37,131,74.6,51.48592041,2650.8,0,0,0,0,0,0,0,0,1,93.25,37.0,131.0,40,0,0,0,0,0,0,2,74,2,262,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,82253274,8,5,56,11601,20,0,7.0,5.656854249,5840,0,2320.2,2436.833027,141.7208025,0.15804842,6854439.5,23500000.0,81400000,3,82000000,11700000.0,30700000.0,81400000,3,279485,69871.25,125896.7312,258132,49,0,0,0,0,172,112,0.097260566,0.060787854,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,580115.0,0.0,580115,580115,81400000.0,0.0,81400000,81400000,DDoS
123,23763,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,4039.893953,84.16445735,23763.0,0.0,23763,23763,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,42.08222867,42.08222867,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,85206221,7,7,327,11595,321,0,46.71428571,120.9692995,5792,0,1656.428571,2118.227235,139.9193611,0.164307252,6554324.692,23600000.0,85100000,1,85100000,14200000.0,34700000.0,85100000,1,147614,24602.33333,53014.81466,132134,47,0,0,0,0,220,232,0.082153626,0.082153626,0,5792,794.8,1620.29716,2625362.886,0,0,0,0,1,0,0,0,1,851.5714286,46.71428571,1656.428571,220,0,0,0,0,0,0,7,327,7,11595,251,235,2,20,1993.0,0.0,1993,1993,85100000.0,0.0,85100000,85100000,DoS Hulk
22939,66,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,90909.09091,30303.0303,66.0,0.0,66,66,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,15151.51515,15151.51515,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53,218,2,2,88,120,44,44,44.0,0.0,60,60,60.0,0.0,954128.4404,18348.62385,72.66666667,86.67371766,169,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,80,80,9174.311927,9174.311927,44,60,50.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,63.0,44.0,60.0,80,0,0,0,0,0,0,2,88,2,120,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1900,2998876,52,0,9048,0,174,174,174.0,0.0,0,0,0.0,0.0,3017.1304181967,17.3398299896,58801.4901960784,237540.655623527,999752,1,2998876,58801.4901960784,237540.655623527,999752,1,0,0.0,0.0,0,0,0,0,0,0,1040,0,17.3398299896,0.0,174,174,174.0,0.0,0.0,0,0,0,0,0,0,0,0,0,177.3461538462,174.0,0.0,1040,0,0,0,0,0,0,52,9048,0,0,-1,-1,51,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,317,2,2,64,532,32,32,32.0,0.0,266,266,266.0,0.0,1880126.183,12618.29653,105.6666667,99.01683359,220,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,80,80,6309.148265,6309.148265,32,266,125.6,128.1670785,16426.8,0,0,0,0,0,0,0,0,1,157.0,32.0,266.0,80,0,0,0,0,0,0,2,64,2,532,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56699,54,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37037.037037037,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18518.5185185185,18518.5185185185,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,349,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,415382,4,2,148,298,37,37,37.0,0.0,149,149,149.0,0.0,1073.710464,14.44453539,83076.4,153558.0305,353575,2,61758,20586.0,35651.6678,61753,2,49,49.0,0.0,49,49,0,0,0,0,80,64,9.629690261,4.814845131,37,149,69.0,54.65040409,2986.666667,0,0,0,0,0,0,0,0,0,80.5,37.0,149.0,80,0,0,0,0,0,0,4,148,2,298,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,161,2,2,76,154,38,38,38.0,0.0,77,77,77.0,0.0,1428571.42857143,24844.7204968944,53.6666666667,87.7572409168,155,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,12422.3602484472,12422.3602484472,38,77,53.6,21.3611797427,456.3,0,0,0,0,0,0,0,0,1,67.0,38.0,77.0,40,0,0,0,0,0,0,2,76,2,154,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,135587,3,2,999,287,993,0,333.0,571.5846394,287,0,143.5,202.9396462,9484.68511,36.87669172,33896.75,27721.23528,67945,48,101366,50683.0,24412.15451,67945,33421,102214,102214.0,0.0,102214,102214,0,0,0,0,72,52,22.12601503,14.75067669,0,993,214.3333333,398.2012891,158564.2667,0,0,0,1,0,0,0,0,0,257.2,333.0,143.5,72,0,0,0,0,0,0,3,999,2,287,8192,130,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,243,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,658436.21399177,16460.9053497942,81.0,99.684502306,193,2,2,2.0,0.0,2,2,48,48.0,0.0,48,48,0,0,0,0,40,40,8230.4526748971,8230.4526748971,32,48,38.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,85471319,6,6,891,11595,295,0,148.5,160.4976635,4344,0,1932.5,1754.831473,146.0840917,0.140397974,7770119.909,25600000.0,85000000,2,85500000,17100000.0,38000000.0,85000000,2,455574,91114.8,197268.5099,443890,15,0,0,0,0,188,200,0.070198987,0.070198987,0,4344,960.9230769,1473.7085,2171816.744,1,0,0,0,0,0,0,0,1,1041.0,148.5,1932.5,188,0,0,0,0,0,0,6,891,6,11595,0,235,3,20,0.0,0.0,0,0,85000000.0,0.0,85000000,85000000,DoS Hulk
80,15062426,5,4,597,904,597,0,119.4,266.9865165135,904,0,226.0,452.0,99.6519418585,0.5975133089,1882803.25,3734947.38411311,10128048,35,10191568,2547892.0,5053458.34854528,10128048,573,15031675,5010558.33333333,5065119.5295077,10158678,32734,0,0,0,0,168,136,0.3319518383,0.2655614706,0,904,150.1,324.6065823937,105369.433333333,0,0,0,1,0,0,0,0,0,166.7777777778,119.4,226.0,168,0,0,0,0,0,0,5,597,4,904,29200,11,1,32,63520.0,0.0,63520,63520,10128048.0,0.0,10128048,10128048,BENIGN
443,865115,37,64,603,116263,405,0,16.2972973,69.99280315,2896,0,1816.609375,809.9152732,135087.2427,116.7474844,8651.15,29707.79746,143309,2,864775,24021.52778,46294.9525,144123,3,721806,11457.2381,34890.32895,143725,48,0,0,0,0,1196,2056,42.76888044,73.978604,0,2896,1145.745098,1084.62547,1176412.41,0,0,0,1,0,0,0,0,1,1157.089109,16.2972973,1816.609375,1196,0,0,0,0,0,0,37,603,64,116263,65535,243,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,116638906,18,15,874,1492,437,0,48.55555556,141.3174242,746,0,99.46666667,262.4918684,20.28482675,0.282924464,3644965.813,4755082.84,10000000,60,117000000,6861112.118,4565733.604,10000000,255,112000000,7991414.929,4094607.634,10000000,20519,0,0,0,0,584,488,0.154322435,0.128602029,0,746,69.58823529,200.7806156,40312.85561,0,0,0,1,0,0,0,0,0,71.6969697,48.55555556,99.46666667,584,0,0,0,0,0,0,18,874,15,1492,29200,349,2,32,160910.3636,411479.5917,1401568,36707,10000000.0,2810.46604,10000000,10000000,BENIGN
80,32415,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,61.69983033,32415.0,0.0,32415,32415,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,30.84991516,30.84991516,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,30016,4842,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31314,2,2,72,136,36,36,36.0,0.0,68,68,68.0,0.0,6642.396372,127.7383918,10438.0,17996.00789,31218,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,40,40,63.86919589,63.86919589,36,68,48.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,61.0,36.0,68.0,40,0,0,0,0,0,0,2,72,2,136,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24106,1,1,44,128,44,44,44.0,0.0,128,128,128.0,0.0,7135.153074,82.96689621,24106.0,0.0,24106,24106,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,41.4834481,41.4834481,44,128,72.0,48.49742261,2352.0,0,0,0,0,0,0,0,0,1,108.0,44.0,128.0,32,0,0,0,0,0,0,1,44,1,128,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,293,2,2,76,484,38,38,38.0,0.0,242,242,242.0,0.0,1911262.799,13651.87713,97.66666667,127.0052492,242,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,6825.938567,6825.938567,38,242,119.6,111.7354017,12484.8,0,0,0,0,0,0,0,0,1,149.5,38.0,242.0,64,0,0,0,0,0,0,2,76,2,484,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,66055898,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.90662917,0.060554774,22000000.0,38000000.0,65900000,55862,66000000,66000000.0,0.0,66000000,66000000,66000000,66000000.0,0.0,66000000,66000000,0,0,0,0,52,60,0.030277387,0.030277387,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,62854.0,0.0,62854,62854,65900000.0,0.0,65900000,65900000,BENIGN
53,30554,1,1,46,62,46,46,46.0,0.0,62,62,62.0,0.0,3534.7254042024,65.4578778556,30554.0,0.0,30554,30554,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.7289389278,32.7289389278,46,62,51.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,77.0,46.0,62.0,32,0,0,0,0,0,0,1,46,1,62,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,163,2,2,138,234,69,69,69.0,0.0,117,117,117.0,0.0,2282208.58895705,24539.8773006135,54.3333333333,88.0473357537,156,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,12269.9386503067,12269.9386503067,69,117,88.2,26.2906827602,691.2,0,0,0,0,0,0,0,0,1,110.25,69.0,117.0,40,0,0,0,0,0,0,2,138,2,234,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5133946,7,4,635,168,517,0,90.71428571,190.7072051,168,0,42.0,84.0,156.4099038,2.142601422,513394.6,1570220.276,4981707,48,5133946,855657.6667,2059243.767,5058908,48,115424,38474.66667,38348.3868,77541,887,0,0,0,0,232,136,1.363473632,0.77912779,0,517,66.91666667,150.8487854,22755.35606,0,0,0,1,0,0,0,0,0,73.0,90.71428571,42.0,232,0,0,0,0,0,0,7,635,4,168,29200,340,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2993,4,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,9250000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,40,0,500000.0,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,75,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,78890,4,2,148,212,37,37,37.0,0.0,106,106,106.0,0.0,4563.3160096337,76.0552668272,15778.0,35023.5101610333,78429,3,78435,26145.0,45279.2722114656,78429,3,4,4.0,0.0,4,4,0,0,0,0,80,40,50.7035112182,25.3517556091,37,106,56.7142857143,33.6685525167,1133.5714285714,0,0,0,0,0,0,0,0,0,66.1666666667,37.0,106.0,80,0,0,0,0,0,0,4,148,2,212,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,182851,2,2,64,250,32,32,32.0,0.0,125,125,125.0,0.0,1717.245189,21.87573489,60950.33333,105524.0433,182799,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,64,64,10.93786744,10.93786744,32,125,69.2,50.93819785,2594.7,0,0,0,0,0,0,0,0,1,86.5,32.0,125.0,64,0,0,0,0,0,0,2,64,2,250,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
6,67,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,89552.23881,29850.74627,67.0,0.0,67,67,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,14925.37313,14925.37313,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
443,12937,3,1,0,1460,0,0,0.0,0.0,1460,1460,1460.0,0.0,112854.6031,309.1906934,4312.333333,7274.397318,12712,80,12937,6468.5,8829.642377,12712,225,0,0.0,0.0,0,0,0,0,0,0,72,20,231.89302,77.29767334,0,1460,292.0,652.9318494,426320.0,0,0,0,0,1,0,0,0,0,365.0,0.0,1460.0,72,0,0,0,0,0,0,3,0,1,1460,256,245,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,32105080,13,14,1250,10864,421,0,96.15384615,151.3125056,1641,0,776.0,721.9051717,377.3234641,0.840988404,1234810.769,3206800.654,9998080,89,31700000,2644974.0,4443049.192,10100000,257,32000000,2461334.231,4365277.962,10100000,186,0,0,0,0,272,328,0.404920343,0.436068062,0,1641,432.6428571,619.416644,383676.9788,0,0,0,1,0,0,0,0,1,448.6666667,96.15384615,776.0,272,0,0,0,0,0,0,13,1250,14,10864,8192,0,12,20,649022.3333,934344.404,1727908,107642,9930873.667,112010.2474,9998080,9801569,BENIGN
53,182,2,2,78,254,39,39,39.0,0.0,127,127,127.0,0.0,1824175.824,21978.02198,60.66666667,99.01683359,175,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,88,88,10989.01099,10989.01099,39,127,74.2,48.19958506,2323.2,0,0,0,0,0,0,0,0,1,92.75,39.0,127.0,88,0,0,0,0,0,0,2,78,2,254,-1,-1,1,44,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
